date,stock,operation
2020-06-03,PSTI,Buy
2020-06-02,ADYEN,Sell
2020-06-02,CGEN,Sell
2020-06-02,IONS,Buy
2020-06-02,LC,Sell
2020-06-02,SPLK,Sell
2020-06-02,TWST,Buy
2020-06-02,Z,Sell
2020-06-02,BIDU,Buy
2020-06-02,CAT,Buy
2020-06-02,JD,Buy
2020-06-02,KMTUY,Buy
2020-06-02,PRLB,Sell
2020-06-01,TWST,Buy
2020-06-01,CRM,Sell
2020-06-01,DOCU,Sell
2020-06-01,GWRE,Sell
2020-06-01,IBKR,Buy
2020-06-01,WDAY,Buy
2020-06-01,DE,Buy
2020-06-01,NSTG,Sell
2020-06-01,NVTA,Buy
2020-06-01,CGEN,Sell
2020-06-01,BIDU,Buy
2020-06-01,JD,Buy
2020-06-01,PRLB,Sell
2020-06-01,XONE,Sell
2020-06-01,GH,Sell
2020-06-01,IONS,Buy
2020-06-01,TXG,Buy
2020-05-29,CRM,Buy
2020-05-29,ZS,Sell
2020-05-29,ILMN,Sell
2020-05-29,IOVA,Buy
2020-05-29,PRLB,Sell
2020-05-29,SQ,Sell
2020-05-29,TWOU,Sell
2020-05-29,CGEN,Sell
2020-05-28,LC,Buy
2020-05-28,PYPL,Sell
2020-05-28,TWST,Buy
2020-05-28,XONE,Sell
2020-05-28,BIDU,Buy
2020-05-28,CAT,Buy
2020-05-28,DE,Buy
2020-05-28,JD,Buy
2020-05-28,KMTUY,Buy
2020-05-28,PRLB,Sell
2020-05-27,TWST,Buy
2020-05-27,IONS,Buy
2020-05-27,TXG,Buy
2020-05-27,GWRE,Sell
2020-05-27,LC,Buy
2020-05-27,PYPL,Sell
2020-05-26,AYX,Sell
2020-05-26,FB,Buy
2020-05-26,PD,Sell
2020-05-26,PINS,Sell
2020-05-26,PSTG,Buy
2020-05-26,ADSK,Sell
2020-05-26,ILMN,Sell
2020-05-26,LC,Sell
2020-05-26,SPOT,Buy
2020-05-26,Z,Sell
2020-05-26,CGEN,Sell
2020-05-26,NTLA,Sell
2020-05-26,TXG,Buy
2020-05-22,NTLA,Sell
2020-05-22,PSNL,Buy
2020-05-22,ROKU,Buy
2020-05-22,SPLK,Sell
2020-05-22,SQ,Sell
2020-05-22,TSLA,Sell
2020-05-21,CLLS,Buy
2020-05-21,PSNL,Buy
2020-05-21,PSTG,Buy
2020-05-21,ROKU,Buy
2020-05-21,XLNX,Sell
2020-05-21,XONE,Sell
2020-05-21,HUYA,Buy
2020-05-20,FB,Buy
2020-05-20,TWLO,Sell
2020-05-20,ARCT,Sell
2020-05-20,CLLS,Buy
2020-05-20,IONS,Buy
2020-05-20,PSNL,Buy
2020-05-20,EDIT,Buy
2020-05-20,ILMN,Sell
2020-05-20,NSTG,Sell
2020-05-20,PINS,Sell
2020-05-20,PSTG,Buy
2020-05-20,ROKU,Buy
2020-05-20,HUYA,Buy
2020-05-20,NFLX,Sell
2020-05-19,WDI GR,Buy
2020-05-19,NVDA,Sell
2020-05-19,PYPL,Buy
2020-05-19,SCHW,Sell
2020-05-19,ARCT,Sell
2020-05-19,CLLS,Buy
2020-05-19,PSNL,Buy
2020-05-19,EDIT,Buy
2020-05-19,ILMN,Sell
2020-05-19,LC,Sell
2020-05-19,XONE,Sell
2020-05-19,TTD,Sell
2020-05-18,ADSK,Sell
2020-05-18,GOOG,Buy
2020-05-18,TCEHY,Buy
2020-05-18,TSM,Buy
2020-05-18,CRSP,Buy
2020-05-18,EDIT,Buy
2020-05-18,LC,Sell
2020-05-18,TWOU,Sell
2020-05-18,XONE,Sell
2020-05-18,ARCT,Sell
2020-05-18,PSNL,Buy
2020-05-18,TXG,Buy
2020-05-15,ARCT,Sell
2020-05-15,CRSP,Buy
2020-05-15,ILMN,Sell
2020-05-15,LC,Sell
2020-05-15,TER,Buy
2020-05-15,TSLA,Sell
2020-05-15,TWOU,Sell
2020-05-14,CGEN,Buy
2020-05-14,IRDM,Buy
2020-05-14,LC,Sell
2020-05-14,NSTG,Sell
2020-05-14,TWOU,Sell
2020-05-14,TWST,Buy
2020-05-13,ADPT,Buy
2020-05-13,CGEN,Sell
2020-05-13,EDIT,Sell
2020-05-13,ILMN,Sell
2020-05-13,INCY,Sell
2020-05-13,INO,Sell
2020-05-13,SDGR,Buy
2020-05-13,NSTG,Sell
2020-05-13,TSLA,Sell
2020-05-13,TWOU,Sell
2020-05-13,TWST,Buy
2020-05-13,Z,Buy
2020-05-13,MELI,Sell
2020-05-13,XLNX,Sell
2020-05-12,CSTL,Buy
2020-05-12,TSLA,Sell
2020-05-12,Z,Buy
2020-05-12,APTV,Sell
2020-05-12,KMTUY,Buy
2020-05-11,AMZN,Buy
2020-05-11,PINS,Buy
2020-05-11,PYPL,Sell
2020-05-11,TWLO,Sell
2020-05-11,ARCT,Sell
2020-05-11,CSTL,Buy
2020-05-11,CERS,Buy
2020-05-11,LC,Sell
2020-05-11,APTV,Sell
2020-05-11,CAT,Buy
2020-05-11,DE,Buy
2020-05-11,IRDM,Buy
2020-05-11,KMTUY,Buy
2020-05-11,PD,Buy
2020-05-08,ROKU,Buy
2020-05-08,SPOT,Buy
2020-05-08,SQ,Sell
2020-05-08,TSLA,Sell
2020-05-08,Z,Sell
2020-05-08,CERS,Buy
2020-05-08,LC,Sell
2020-05-08,NSTG,Sell
2020-05-08,TWST,Buy
2020-05-08,ARCT,Sell
2020-05-08,CSTL,Buy
2020-05-08,PACB,Buy
2020-05-07,ARCT,Sell
2020-05-07,CGEN,Sell
2020-05-07,CSTL,Buy
2020-05-07,PACB,Buy
2020-05-07,VCYT,Buy
2020-05-07,CERS,Buy
2020-05-07,ILMN,Sell
2020-05-07,LC,Sell
2020-05-07,NSTG,Sell
2020-05-07,TREE,Buy
2020-05-07,TWOU,Sell
2020-05-07,TWST,Buy
2020-05-07,ANSS,Buy
2020-05-07,TSLA,Sell
2020-05-07,AYX,Buy
2020-05-07,MELI,Sell
2020-05-07,OKTA,Buy
2020-05-07,TWLO,Sell
2020-05-06,ARCT,Sell
2020-05-06,CERS,Buy
2020-05-06,CSTL,Buy
2020-05-06,INO,Sell
2020-05-06,PACB,Buy
2020-05-06,PSTG,Buy
2020-05-06,ILMN,Sell
2020-05-06,PINS,Buy
2020-05-06,TREE,Buy
2020-05-06,TSLA,Sell
2020-05-06,TWOU,Sell
2020-05-06,TWST,Buy
2020-05-06,ADSK,Sell
2020-05-06,MTLS,Buy
2020-05-06,MELI,Sell
2020-05-06,TWTR,Sell
2020-05-05,ARCT,Sell
2020-05-05,PACB,Buy
2020-05-05,PSTG,Buy
2020-05-05,TXG,Buy
2020-05-05,LC,Sell
2020-05-05,MTLS,Buy
2020-05-05,HUYA,Buy
2020-05-05,NFLX,Sell
2020-05-05,TREE,Buy
2020-05-05,XLNX,Sell
2020-05-04,AMZN,Sell
2020-05-04,BABA,Buy
2020-05-04,GWRE,Buy
2020-05-04,PYPL,Sell
2020-05-04,TCEHY,Sell
2020-05-04,ARCT,Sell
2020-05-04,CDNA,Buy
2020-05-04,GH,Buy
2020-05-04,INO,Sell
2020-05-04,TXG,Buy
2020-05-04,LC,Sell
2020-05-04,MTLS,Buy
2020-05-04,TER,Buy
2020-05-04,XLNX,Sell
2020-05-04,HUYA,Buy
2020-05-04,SE,Sell
2020-05-01,MELI,Sell
2020-05-01,SI,Buy
2020-05-01,ARCT,Sell
2020-05-01,CDNA,Buy
2020-05-01,CRSP,Buy
2020-05-01,ILMN,Sell
2020-05-01,MTLS,Buy
2020-05-01,TER,Buy
2020-05-01,XLNX,Sell
2020-04-30,MTLS,Buy
2020-04-29,SI,Buy
2020-04-29,ARCT,Buy
2020-04-29,CRSP,Buy
2020-04-29,INO,Sell
2020-04-28,WDI GR,Buy
2020-04-28,BABA,Sell
2020-04-28,LC,Buy
2020-04-28,PDD,Sell
2020-04-28,NTLA,Sell
2020-04-28,KTOS,Buy
2020-04-27,ADSK,Sell
2020-04-27,AMZN,Sell
2020-04-27,BIDU,Buy
2020-04-27,CAT,Buy
2020-04-27,KTOS,Buy
2020-04-27,FB,Buy
2020-04-27,PINS,Sell
2020-04-27,SNAP,Sell
2020-04-27,TSLA,Sell
2020-04-27,CRSP,Sell
2020-04-27,LC,Sell
2020-04-27,ZS,Buy
2020-04-27,ADPT,Buy
2020-04-27,ARCT,Sell
2020-04-27,INO,Sell
2020-04-27,NTLA,Sell
2020-04-27,DOCU,Sell
2020-04-27,IBKR,Buy
2020-04-27,INTU,Sell
2020-04-27,NVDA,Sell
2020-04-24,LC,Sell
2020-04-24,NTLA,Sell
2020-04-23,ADSK,Sell
2020-04-23,CGEN,Sell
2020-04-23,EDIT,Sell
2020-04-23,ILMN,Sell
2020-04-23,LC,Sell
2020-04-23,SQ,Sell
2020-04-23,TER,Buy
2020-04-23,TSLA,Sell
2020-04-23,XLNX,Buy
2020-04-23,ZS,Buy
2020-04-23,APTV,Sell
2020-04-23,PYPL,Sell
2020-04-22,CGEN,Sell
2020-04-22,IOVA,Buy
2020-04-22,CRSP,Sell
2020-04-22,EDIT,Sell
2020-04-22,ILMN,Sell
2020-04-22,ROKU,Sell
2020-04-22,TER,Buy
2020-04-22,ESLT,Buy
2020-04-22,TSLA,Sell
2020-04-21,AMZN,Sell
2020-04-21,NVDA,Sell
2020-04-21,ZS,Buy
2020-04-21,AVAV,Sell
2020-04-21,LC,Sell
2020-04-21,ROKU,Sell
2020-04-21,TSLA,Sell
2020-04-21,TWOU,Buy
2020-04-21,CRWD,Buy
2020-04-21,OKTA,Buy
2020-04-20,INTU,Sell
2020-04-20,PINS,Buy
2020-04-20,TREE,Buy
2020-04-20,Z,Buy
2020-04-20,NSTG,Sell
2020-04-20,REGN,Sell
2020-04-20,TXG,Buy
2020-04-20,LC,Sell
2020-04-20,TSLA,Sell
2020-04-20,TWOU,Buy
2020-04-20,ZS,Buy
2020-04-20,ISRG,Buy
2020-04-20,JD,Buy
2020-04-20,TER,Buy
2020-04-20,AMZN,Sell
2020-04-20,CRWD,Buy
2020-04-20,OKTA,Buy
2020-04-17,AVAV,Sell
2020-04-17,LC,Sell
2020-04-17,NVDA,Sell
2020-04-17,PSTG,Buy
2020-04-16,ARCT,Buy
2020-04-16,CERS,Buy
2020-04-16,CGEN,Sell
2020-04-16,LC,Sell
2020-04-16,TREE,Buy
2020-04-15,CERS,Buy
2020-04-15,LC,Sell
2020-04-15,TREE,Buy
2020-04-14,LSPD CN,Buy
2020-04-13,LSPD CN,Buy
2020-04-13,SQ,Sell
2020-04-13,AVAV,Sell
2020-04-13,CERS,Buy
2020-04-09,AVAV,Sell
2020-04-09,CERS,Buy
2020-04-08,CRWD,Buy
2020-04-08,ZS,Sell
2020-04-08,AVAV,Sell
2020-04-08,CERS,Buy
2020-04-07,CERS,Buy
2020-04-06,ILMN,Sell
2020-04-06,TXG,Buy
2020-04-06,AVAV,Sell
2020-04-06,NSTG,Sell
2020-04-06,PD,Buy
2020-04-06,PSTG,Buy
2020-04-03,INO,Sell
2020-04-03,IONS,Sell
2020-04-03,PACB,Buy
2020-04-03,AVAV,Sell
2020-04-03,CERS,Buy
2020-04-03,ILMN,Sell
2020-04-03,NSTG,Sell
2020-04-03,NVDA,Sell
2020-04-03,PD,Buy
2020-04-03,PRLB,Buy
2020-04-03,PSTG,Buy
2020-04-03,SQ,Buy
2020-04-03,TREE,Buy
2020-04-03,TWTR,Sell
2020-04-03,Z,Buy
2020-04-03,TCEHY,Sell
2020-04-03,TWOU,Buy
2020-04-02,INO,Sell
2020-04-02,NVTA,Buy
2020-04-02,ADSK,Buy
2020-04-02,AVAV,Sell
2020-04-02,CERS,Buy
2020-04-02,NVDA,Sell
2020-04-02,PD,Buy
2020-04-02,SPLK,Buy
2020-04-02,TREE,Buy
2020-04-02,TWOU,Buy
2020-04-02,TWTR,Sell
2020-04-02,PSTG,Buy
2020-04-01,INO,Sell
2020-04-01,NVTA,Buy
2020-04-01,PACB,Buy
2020-04-01,PSTG,Buy
2020-04-01,TDOC,Sell
2020-04-01,AVAV,Sell
2020-04-01,PD,Buy
2020-04-01,TWOU,Buy
2020-04-01,TWTR,Sell
2020-04-01,AMZN,Sell
2020-04-01,JD,Sell
2020-04-01,NVDA,Sell
2020-04-01,PRLB,Buy
2020-03-31,CERS,Buy
2020-03-31,ILMN,Sell
2020-03-31,TREE,Buy
2020-03-31,NFLX,Sell
2020-03-31,TCEHY,Sell
2020-03-30,NVDA,Sell
2020-03-30,PINS,Buy
2020-03-30,CERS,Buy
2020-03-30,PACB,Buy
2020-03-30,AVAV,Sell
2020-03-30,PD,Buy
2020-03-30,TREE,Buy
2020-03-30,ANSS,Sell
2020-03-30,CSOD,Sell
2020-03-30,FLIR,Buy
2020-03-30,PRLB,Buy
2020-03-30,AYX,Buy
2020-03-30,HUYA,Buy
2020-03-30,ZS,Sell
2020-03-27,CERS,Buy
2020-03-27,AVAV,Sell
2020-03-27,NVDA,Sell
2020-03-27,PD,Buy
2020-03-27,PINS,Buy
2020-03-27,TREE,Buy
2020-03-27,TWTR,Sell
2020-03-25,CSOD,Sell
2020-03-25,FLIR,Buy
2020-03-25,CGEN,Buy
2020-03-25,PGEN,Sell
2020-03-25,TWST,Buy
2020-03-24,CSOD,Sell
2020-03-24,TWOU,Buy
2020-03-24,CGEN,Buy
2020-03-24,NVTA,Buy
2020-03-24,PGEN,Sell
2020-03-24,TWST,Buy
2020-03-23,AMZN,Sell
2020-03-23,DOCU,Sell
2020-03-23,HDB,Buy
2020-03-23,MELI,Sell
2020-03-23,NVDA,Sell
2020-03-23,SQ,Buy
2020-03-23,CGEN,Buy
2020-03-23,PGEN,Sell
2020-03-23,PSNL,Buy
2020-03-23,TDOC,Sell
2020-03-23,TWST,Buy
2020-03-23,VCYT,Buy
2020-03-23,CRSP,Sell
2020-03-23,EDIT,Sell
2020-03-23,PD,Buy
2020-03-23,PRLB,Buy
2020-03-23,TREE,Buy
2020-03-23,AAPL,Buy
2020-03-23,IRDM,Buy
2020-03-23,ISRG,Buy
2020-03-23,JD,Sell
2020-03-23,PDD,Sell
2020-03-23,TCEHY,Sell
2020-03-20,PSNL,Buy
2020-03-20,CERS,Buy
2020-03-20,MELI,Sell
2020-03-20,PRLB,Buy
2020-03-20,TREE,Buy
2020-03-20,TSM,Sell
2020-03-19,PACB,Buy
2020-03-19,PSNL,Buy
2020-03-19,TDOC,Sell
2020-03-19,VCYT,Buy
2020-03-19,AVAV,Sell
2020-03-19,SQ,Buy
2020-03-19,APTV,Sell
2020-03-19,FLIR,Buy
2020-03-19,KMTUY,Buy
2020-03-19,MELI,Sell
2020-03-19,TREE,Buy
2020-03-18,CERS,Buy
2020-03-18,NSTG,Buy
2020-03-18,PACB,Buy
2020-03-18,PSNL,Buy
2020-03-18,PSTG,Buy
2020-03-18,TDOC,Sell
2020-03-18,VCYT,Buy
2020-03-18,AVAV,Sell
2020-03-18,EB,Sell
2020-03-18,IOVA,Sell
2020-03-18,MELI,Sell
2020-03-18,NFLX,Sell
2020-03-18,NVTA,Buy
2020-03-18,PYPL,Sell
2020-03-18,SE,Sell
2020-03-18,SNAP,Sell
2020-03-18,SQ,Buy
2020-03-18,TCEHY,Sell
2020-03-18,TSLA,Buy
2020-03-18,XLNX,Sell
2020-03-18,Z,Buy
2020-03-18,JD,Sell
2020-03-18,TWOU,Buy
2020-03-18,BABA,Sell
2020-03-17,CERS,Buy
2020-03-17,CGEN,Buy
2020-03-17,INO,Sell
2020-03-17,NVTA,Buy
2020-03-17,PSTG,Buy
2020-03-17,RUBY,Sell
2020-03-17,TDOC,Sell
2020-03-17,AVAV,Sell
2020-03-17,MELI,Sell
2020-03-17,PD,Buy
2020-03-17,ROKU,Buy
2020-03-17,SE,Sell
2020-03-17,SNAP,Sell
2020-03-17,SQ,Buy
2020-03-17,TSLA,Buy
2020-03-17,TWOU,Buy
2020-03-17,TWTR,Sell
2020-03-17,Z,Buy
2020-03-17,JD,Sell
2020-03-17,MTLS,Buy
2020-03-17,TCEHY,Sell
2020-03-17,BABA,Sell
2020-03-17,CRM,Sell
2020-03-17,NFLX,Sell
2020-03-16,BABA,Sell
2020-03-16,CRM,Sell
2020-03-16,EB,Sell
2020-03-16,ICE,Buy
2020-03-16,MELI,Buy
2020-03-16,PINS,Buy
2020-03-16,PYPL,Sell
2020-03-16,SI,Buy
2020-03-16,SNAP,Buy
2020-03-16,SQ,Buy
2020-03-16,TCEHY,Sell
2020-03-16,Z,Buy
2020-03-16,CGEN,Buy
2020-03-16,NVTA,Buy
2020-03-16,RUBY,Sell
2020-03-16,TDOC,Sell
2020-03-16,AVAV,Sell
2020-03-16,TSLA,Buy
2020-03-16,TWOU,Buy
2020-03-16,TWTR,Sell
2020-03-16,JD,Sell
2020-03-16,SNPS,Sell
2020-03-16,AMZN,Buy
2020-03-16,PYPL,Buy
2020-03-16,SPOT,Sell
2020-03-13,GBTC,Buy
2020-03-13,NFLX,Sell
2020-03-13,PD,Buy
2020-03-13,TDOC,Sell
2020-03-13,TSLA,Buy
2020-03-13,TWOU,Buy
2020-03-13,NSTG,Sell
2020-03-13,NVTA,Buy
2020-03-12,BIDU,Sell
2020-03-12,IRDM,Buy
2020-03-12,SPLK,Buy
2020-03-12,TCEHY,Sell
2020-03-12,CRM,Sell
2020-03-12,EB,Sell
2020-03-12,GBTC,Buy
2020-03-12,PSTG,Buy
2020-03-12,ROKU,Buy
2020-03-12,SPOT,Sell
2020-03-12,SQ,Buy
2020-03-12,Z,Buy
2020-03-12,CGEN,Buy
2020-03-12,NVTA,Buy
2020-03-12,PRLB,Buy
2020-03-12,TDOC,Sell
2020-03-12,TWOU,Sell
2020-03-12,ARCT,Buy
2020-03-12,CLLS,Buy
2020-03-12,INO,Sell
2020-03-12,RUBY,Sell
2020-03-11,ADSK,Buy
2020-03-11,JD,Sell
2020-03-11,SPLK,Buy
2020-03-11,TRMB,Buy
2020-03-11,TWOU,Sell
2020-03-11,NFLX,Sell
2020-03-11,PD,Buy
2020-03-11,PDD,Buy
2020-03-11,PINS,Buy
2020-03-11,SQ,Buy
2020-03-11,TCEHY,Sell
2020-03-11,TDOC,Sell
2020-03-11,TREE,Buy
2020-03-11,Z,Buy
2020-03-11,IRDM,Buy
2020-03-11,PRLB,Buy
2020-03-11,PSTG,Buy
2020-03-11,ARCT,Buy
2020-03-11,CERS,Buy
2020-03-11,CLLS,Buy
2020-03-11,PACB,Buy
2020-03-10,ARCT,Buy
2020-03-10,CGEN,Sell
2020-03-10,NVTA,Buy
2020-03-10,TDOC,Sell
2020-03-10,PD,Buy
2020-03-10,PRLB,Buy
2020-03-10,SE,Buy
2020-03-10,SQ,Buy
2020-03-10,TCEHY,Sell
2020-03-10,TTD,Sell
2020-03-10,TWTR,Sell
2020-03-10,Z,Buy
2020-03-10,EB,Sell
2020-03-09,BIDU,Sell
2020-03-09,MELI,Buy
2020-03-09,SHOP,Sell
2020-03-09,SPLK,Buy
2020-03-09,SQ,Buy
2020-03-09,TREE,Buy
2020-03-09,Z,Buy
2020-03-09,CDNA,Buy
2020-03-09,CGEN,Sell
2020-03-09,CRSP,Buy
2020-03-09,ILMN,Buy
2020-03-09,INO,Sell
2020-03-09,IONS,Sell
2020-03-09,NVTA,Buy
2020-03-09,PACB,Buy
2020-03-09,TDOC,Sell
2020-03-09,TWST,Buy
2020-03-09,ADSK,Buy
2020-03-09,PD,Buy
2020-03-09,TER,Buy
2020-03-09,TTD,Sell
2020-03-09,TWTR,Sell
2020-03-09,IRDM,Buy
2020-03-09,PRLB,Buy
2020-03-09,RKUNY,Sell
2020-03-09,ROK,Sell
2020-03-09,TRMB,Buy
2020-03-09,XLNX,Buy
2020-03-09,EB,Sell
2020-03-09,GBTC,Buy
2020-03-09,ROKU,Buy
2020-03-06,GWRE,Sell
2020-03-06,DSY SJ,Buy
2020-03-06,CDXS,Buy
2020-03-06,CGEN,Sell
2020-03-06,CLLS,Buy
2020-03-06,CRSP,Buy
2020-03-06,FATE,Buy
2020-03-06,GH,Buy
2020-03-06,ILMN,Buy
2020-03-06,INO,Sell
2020-03-06,NVTA,Buy
2020-03-06,PACB,Buy
2020-03-06,PSNL,Buy
2020-03-06,PSTG,Buy
2020-03-06,ADSK,Buy
2020-03-06,EB,Sell
2020-03-06,MTLS,Buy
2020-03-06,NFLX,Sell
2020-03-06,PD,Buy
2020-03-06,PINS,Buy
2020-03-06,ROKU,Buy
2020-03-06,SNAP,Buy
2020-03-06,SPLK,Buy
2020-03-06,SQ,Buy
2020-03-06,TCEHY,Sell
2020-03-06,TDOC,Sell
2020-03-06,TWOU,Sell
2020-03-06,TWTR,Buy
2020-03-06,Z,Buy
2020-03-06,BIDU,Sell
2020-03-06,SHOP,Sell
2020-03-05,ARCT,Sell
2020-03-05,CDXS,Buy
2020-03-05,CGEN,Sell
2020-03-05,CLLS,Buy
2020-03-05,INO,Sell
2020-03-05,PSNL,Buy
2020-03-05,PSTG,Buy
2020-03-05,PD,Buy
2020-03-05,ROKU,Buy
2020-03-05,SPLK,Buy
2020-03-05,TCEHY,Sell
2020-03-04,8473 JP,Sell
2020-03-04,TREE,Buy
2020-03-04,ARCT,Sell
2020-03-04,FATE,Buy
2020-03-04,INO,Sell
2020-03-04,EB,Sell
2020-03-03,4689 JP,Buy
2020-03-03,CDNA,Buy
2020-03-03,MCRB,Buy
2020-03-03,NSTG,Sell
2020-03-03,ADSK,Buy
2020-03-03,AVAV,Buy
2020-03-03,CGEN,Sell
2020-03-03,EB,Sell
2020-03-03,IOVA,Sell
2020-03-03,PRLB,Buy
2020-03-03,PSTG,Buy
2020-03-03,TCEHY,Sell
2020-03-03,BABA,Sell
2020-03-03,LC,Buy
2020-03-03,NFLX,Sell
2020-03-03,PD,Buy
2020-03-03,PINS,Buy
2020-03-03,SHOP,Sell
2020-03-03,Z,Buy
2020-03-02,AMZN,Buy
2020-03-02,PDD,Sell
2020-03-02,PINS,Buy
2020-03-02,SHOP,Sell
2020-03-02,Z,Buy
2020-03-02,MCRB,Buy
2020-03-02,PSNL,Buy
2020-03-02,TDOC,Sell
2020-03-02,AVAV,Buy
2020-03-02,CGEN,Sell
2020-03-02,IOVA,Sell
2020-03-02,NFLX,Sell
2020-03-02,NSTG,Sell
2020-03-02,PD,Buy
2020-03-02,PRLB,Buy
2020-03-02,PSTG,Buy
2020-03-02,TCEHY,Sell
2020-03-02,TTD,Sell
2020-03-02,TWTR,Sell
2020-03-02,NVDA,Sell
2020-03-02,SPLK,Buy
2020-03-02,TWOU,Buy
2020-03-02,BIDU,Sell
2020-03-02,HUBS,Sell
2020-03-02,LC,Buy
2020-03-02,SNAP,Buy
2020-03-02,WDAY,Buy
2020-03-02,XLNX,Buy
2020-02-28,TCEHY,Sell
2020-02-28,XLNX,Buy
2020-02-28,AMD,Buy
2020-02-28,AMD,Sell
2020-02-28,PSTG,Buy
2020-02-28,SQ,Sell
2020-02-28,TREE,Buy
2020-02-28,TSLA,Buy
2020-02-28,WDAY,Buy
2020-02-28,CRM,Sell
2020-02-28,EDIT,Buy
2020-02-28,IOVA,Sell
2020-02-28,NFLX,Sell
2020-02-28,PD,Buy
2020-02-28,PRLB,Buy
2020-02-28,TTD,Sell
2020-02-28,TWOU,Buy
2020-02-28,CDNA,Buy
2020-02-28,CDXS,Buy
2020-02-28,CSTL,Sell
2020-02-28,PACB,Buy
2020-02-28,PSNL,Buy
2020-02-28,TDOC,Sell
2020-02-28,AMZN,Buy
2020-02-28,SE,Buy
2020-02-27,CBMG,Sell
2020-02-27,CDXS,Buy
2020-02-27,CGEN,Sell
2020-02-27,CRSP,Buy
2020-02-27,FATE,Sell
2020-02-27,GH,Buy
2020-02-27,ILMN,Buy
2020-02-27,INO,Sell
2020-02-27,IOVA,Sell
2020-02-27,NSTG,Sell
2020-02-27,NVTA,Buy
2020-02-27,PACB,Buy
2020-02-27,PSNL,Buy
2020-02-27,PSTG,Buy
2020-02-27,TDOC,Sell
2020-02-27,TWST,Buy
2020-02-27,EB,Sell
2020-02-27,EDIT,Buy
2020-02-27,PD,Buy
2020-02-27,PINS,Buy
2020-02-27,PRLB,Buy
2020-02-27,ROKU,Buy
2020-02-27,SQ,Sell
2020-02-27,TCEHY,Sell
2020-02-27,TREE,Buy
2020-02-27,TSLA,Buy
2020-02-27,TWOU,Buy
2020-02-27,XLNX,Buy
2020-02-27,AAPL,Sell
2020-02-27,BIDU,Sell
2020-02-27,CAT,Buy
2020-02-27,CSOD,Buy
2020-02-27,FLIR,Buy
2020-02-27,GOOG,Sell
2020-02-27,IRDM,Buy
2020-02-27,KMTUY,Buy
2020-02-27,KTOS,Buy
2020-02-27,MTLS,Buy
2020-02-27,BABA,Sell
2020-02-27,GBTC,Buy
2020-02-27,HUYA,Buy
2020-02-27,NFLX,Sell
2020-02-27,PDD,Sell
2020-02-27,SNAP,Buy
2020-02-27,VCYT,Buy
2020-02-26,NVDA,Sell
2020-02-26,ROKU,Buy
2020-02-26,AVAV,Buy
2020-02-26,CRM,Sell
2020-02-26,EB,Sell
2020-02-26,IRDM,Buy
2020-02-26,MELI,Sell
2020-02-26,Z,Sell
2020-02-26,CBMG,Sell
2020-02-26,PACB,Buy
2020-02-25,CLDR,Sell
2020-02-25,CRM,Sell
2020-02-25,MELI,Sell
2020-02-25,PD,Buy
2020-02-25,SPLK,Sell
2020-02-25,TDOC,Sell
2020-02-25,TREE,Buy
2020-02-25,VCYT,Sell
2020-02-25,Z,Sell
2020-02-25,CSOD,Buy
2020-02-25,GM,Sell
2020-02-25,KMTUY US,Buy
2020-02-25,KTOS,Buy
2020-02-25,AVAV,Buy
2020-02-25,CRSP,Buy
2020-02-25,LC,Buy
2020-02-25,NSTG,Sell
2020-02-25,NVTA,Buy
2020-02-25,GH,Buy
2020-02-25,IONS,Sell
2020-02-25,PACB,Buy
2020-02-25,GWRE,Sell
2020-02-24,PINS,Buy
2020-02-24,ROKU,Buy
2020-02-24,SNAP,Buy
2020-02-24,TDOC,Sell
2020-02-24,TWOU,Buy
2020-02-24,TWTR,Buy
2020-02-24,XLNX,Buy
2020-02-24,ZM,Sell
2020-02-24,GM,Sell
2020-02-24,KMTUY US,Buy
2020-02-24,PRLB,Buy
2020-02-24,AVAV,Buy
2020-02-24,CRSP,Buy
2020-02-24,EB,Sell
2020-02-24,LC,Buy
2020-02-24,NFLX,Sell
2020-02-24,NVTA,Buy
2020-02-24,TTD,Sell
2020-02-24,CBMG,Sell
2020-02-24,INO,Sell
2020-02-24,PACB,Buy
2020-02-24,PSTG,Buy
2020-02-21,SQ,Sell
2020-02-21,TSLA,Sell
2020-02-21,ZS,Buy
2020-02-21,AVAV,Buy
2020-02-21,LC,Buy
2020-02-21,NVTA,Buy
2020-02-21,PD,Buy
2020-02-21,ROKU,Buy
2020-02-21,TTD,Sell
2020-02-21,ARCT,Sell
2020-02-21,CBMG,Sell
2020-02-21,CDXS,Buy
2020-02-21,CGEN,Sell
2020-02-21,CLLS,Sell
2020-02-21,CRSP,Buy
2020-02-21,FATE,Sell
2020-02-21,PACB,Buy
2020-02-21,VCYT,Sell
2020-02-20,SNPS,Buy
2020-02-20,Z,Sell
2020-02-20,TWOU,Sell
2020-02-20,AVAV,Buy
2020-02-20,CRSP,Buy
2020-02-20,EB,Sell
2020-02-20,IOVA,Buy
2020-02-20,LC,Buy
2020-02-20,NVTA,Buy
2020-02-20,PD,Buy
2020-02-20,PYPL,Sell
2020-02-20,TWTR,Buy
2020-02-20,ARCT,Sell
2020-02-20,CBMG,Sell
2020-02-20,CDXS,Buy
2020-02-20,CLLS,Sell
2020-02-20,FATE,Sell
2020-02-20,NSTG,Sell
2020-02-20,PACB,Buy
2020-02-20,TDOC,Sell
2020-02-20,TWST,Buy
2020-02-20,VCYT,Sell
2020-02-19,PINS,Buy
